id,related_record_id,location_name,evidence_role,capture_date,published_at,source_page_url,direct_media_url,credit,rights_status,display_ready,coordinates,technical_verification,notes
AV-M-041,CM-2023-BUEA,Buea,historical_photo,2023-03-23,,https://commons.wikimedia.org/wiki/File:Consequences_of_rainfall_in_Buea_south-west_Region_of_Cameroon.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f7/Consequences_of_rainfall_in_Buea_south-west_Region_of_Cameroon.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original,Dera11329,verified_open_CC_BY_SA_4_0,False,,"{""content_type"": ""image/jpeg"", ""http_status"": 200, ""width"": 720, ""height"": 480, ""sha256"": ""cbeb80796e84c2c32892bb2fc2a9636d83d94b1bb02bbf6c49f3301f7d453b1d"", ""bytes"": 109513, ""image_decoded"": true, ""dhash"": ""d23eabe9c3d3f864"", ""local_path"": ""images_open/AV-M-041.jpg""}","Date and location are uploader metadata, not independent field verification. Event linkage tentative; capture date is five days after March 18 event."
AV-M-042,,Guéré,historical_photo,2023-03-10,,https://commons.wikimedia.org/wiki/File:Inondation_%C3%A0_Gu%C3%A9r%C3%A9.jpg,https://upload.wikimedia.org/wikipedia/commons/6/64/Inondation_%C3%A0_Gu%C3%A9r%C3%A9.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original,Felixdiga,verified_open_CC_BY_SA_4_0,False,,"{""http_status"": 200, ""image_decoded"": true, ""width"": 960, ""height"": 720, ""bytes"": 257936, ""sha256"": ""625d57c44e8e6703fe37e8ac79f3ebe2a49c7f2508c7d970afd7ec3395aad656"", ""dhash"": ""3a9f9d0c0e0ea33c"", ""local_path"": ""images_open/AV-M-042.jpg"", ""downloaded_variant"": ""publisher_thumbnail"", ""downloaded_url"": ""https://thumb.wikimedia.org/wikipedia/commons/thumb/6/64/Inondation_%C3%A0_Gu%C3%A9r%C3%A9.jpg/960px-Inondation_%C3%A0_Gu%C3%A9r%C3%A9.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=thumbnail&_=20230310143257"", ""original_fetch_status"": ""429_rate_limited""}","Date and location are uploader metadata, not independent field verification. Capture date seasonality should be checked; do not create a new flood event from this photo alone."
AV-M-043,CM-2022-YAGOUA,Yagoua,historical_photo,2022-10-07,,https://commons.wikimedia.org/wiki/File:Innondation_%C3%A0_Yagoua_2022_11.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Innondation_%C3%A0_Yagoua_2022_11.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original,Bile rene,verified_open_CC_BY_SA_4_0,True,"{""lat"": 10.34713, ""lng"": 15.237356, ""basis"": ""uploader_camera_metadata_not_independently_verified""}","{""http_status"": 200, ""image_decoded"": true, ""width"": 960, ""height"": 718, ""bytes"": 167364, ""sha256"": ""48c5f584b0b82ae4ee1af611debd771f5bbab6e45fcbf098e2cd2ce6832e8680"", ""dhash"": ""81814544028080c0"", ""local_path"": ""images_open/AV-M-043.jpg"", ""downloaded_variant"": ""publisher_thumbnail"", ""downloaded_url"": ""https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/Innondation_%C3%A0_Yagoua_2022_11.jpg/960px-Innondation_%C3%A0_Yagoua_2022_11.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=thumbnail&_=20230124083746"", ""original_fetch_status"": ""429_rate_limited""}","Date and location are uploader metadata, not independent field verification."
AV-M-044,CM-2022-YAGOUA,Yagoua,historical_photo,2022-10-07,,https://commons.wikimedia.org/wiki/File:Innondation_%C3%A0_Yagoua_2022_13.jpg,https://upload.wikimedia.org/wikipedia/commons/2/20/Innondation_%C3%A0_Yagoua_2022_13.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original,Bile rene,verified_open_CC_BY_SA_4_0,True,"{""lat"": 10.34713, ""lng"": 15.237356, ""basis"": ""uploader_camera_metadata_not_independently_verified""}","{""content_type"": ""image/jpeg"", ""http_status"": 200, ""width"": 4000, ""height"": 2992, ""sha256"": ""badd55c7dd67e14bdcf1a48dd66978554819b2492ec73f9901de9d66ea8b8155"", ""bytes"": 5145165, ""image_decoded"": true, ""dhash"": ""e6f3339282c2c0c0"", ""local_path"": ""images_open/AV-M-044.jpg""}","Date and location are uploader metadata, not independent field verification."
AV-M-045,CM-2022-YAGOUA,Yagoua,historical_photo,2022-10-07,,https://commons.wikimedia.org/wiki/File:Innondation_%C3%A0_Yagoua_2022_14.jpg,https://upload.wikimedia.org/wikipedia/commons/4/41/Innondation_%C3%A0_Yagoua_2022_14.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original,Bile rene,verified_open_CC_BY_SA_4_0,True,"{""lat"": 10.34713, ""lng"": 15.237356, ""basis"": ""uploader_camera_metadata_not_independently_verified""}","{""content_type"": ""image/jpeg"", ""http_status"": 200, ""width"": 4000, ""height"": 2992, ""sha256"": ""bbb8c47157e842d0dcc8c2596ec130f26ac2b5eb082e5000dc91abcfedaaa2ad"", ""bytes"": 6393510, ""image_decoded"": true, ""dhash"": ""cc7072ec5858d80c"", ""local_path"": ""images_open/AV-M-045.jpg""}","Date and location are uploader metadata, not independent field verification."
AV-M-046,CM-2022-YAGOUA,Yagoua,historical_photo,2022-10-07,,https://commons.wikimedia.org/wiki/File:Innondation_%C3%A0_Yagoua_2022_2.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2e/Innondation_%C3%A0_Yagoua_2022_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original,Bile rene,verified_open_CC_BY_SA_4_0,True,"{""lat"": 10.345505, ""lng"": 15.236072, ""basis"": ""uploader_camera_metadata_not_independently_verified""}","{""http_status"": 200, ""image_decoded"": true, ""width"": 960, ""height"": 718, ""bytes"": 259617, ""sha256"": ""262f116a1c091e63a56e4b33edf7b6c25dcb9c8d91b5789219986e8feb568a99"", ""dhash"": ""62e4e6632966e6ab"", ""local_path"": ""images_open/AV-M-046.jpg"", ""downloaded_variant"": ""publisher_thumbnail"", ""downloaded_url"": ""https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/Innondation_%C3%A0_Yagoua_2022_2.jpg/960px-Innondation_%C3%A0_Yagoua_2022_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=thumbnail&_=20221025022931"", ""original_fetch_status"": ""429_rate_limited""}","Date and location are uploader metadata, not independent field verification."
AV-M-047,CM-2022-YAGOUA,Yagoua,historical_photo,2022-10-07,,https://commons.wikimedia.org/wiki/File:Innondation_%C3%A0_Yagoua_2022_4.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f5/Innondation_%C3%A0_Yagoua_2022_4.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original,Bile rene,verified_open_CC_BY_SA_4_0,True,"{""lat"": 10.345505, ""lng"": 15.236072, ""basis"": ""uploader_camera_metadata_not_independently_verified""}","{""http_status"": 200, ""image_decoded"": true, ""width"": 960, ""height"": 720, ""bytes"": 202181, ""sha256"": ""145d2fc14608f642af79708015005bd7ff120a5f54e23f9a4ffdf70beba0bff9"", ""dhash"": ""931727a4aea6d0d8"", ""local_path"": ""images_open/AV-M-047.jpg"", ""downloaded_variant"": ""publisher_thumbnail"", ""downloaded_url"": ""https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f5/Innondation_%C3%A0_Yagoua_2022_4.jpg/960px-Innondation_%C3%A0_Yagoua_2022_4.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=thumbnail&_=20221025023027"", ""original_fetch_status"": ""429_rate_limited""}","Date and location are uploader metadata, not independent field verification."
AV-M-048,CM-2022-YAGOUA,Yagoua,historical_photo,2022-10-07,,https://commons.wikimedia.org/wiki/File:Innondation_%C3%A0_Yagoua_2022_5.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6f/Innondation_%C3%A0_Yagoua_2022_5.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original,Bile rene,verified_open_CC_BY_SA_4_0,True,"{""lat"": 10.345505, ""lng"": 15.236072, ""basis"": ""uploader_camera_metadata_not_independently_verified""}","{""http_status"": 200, ""image_decoded"": true, ""width"": 960, ""height"": 718, ""bytes"": 175178, ""sha256"": ""5aa21c2254411ecf889ad2fd5cfa293debaa39c8bb51509d1c694126a1c110eb"", ""dhash"": ""0000021098009898"", ""local_path"": ""images_open/AV-M-048.jpg"", ""downloaded_variant"": ""publisher_thumbnail"", ""downloaded_url"": ""https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6f/Innondation_%C3%A0_Yagoua_2022_5.jpg/960px-Innondation_%C3%A0_Yagoua_2022_5.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=thumbnail&_=20221025023057"", ""original_fetch_status"": ""429_rate_limited""}","Date and location are uploader metadata, not independent field verification."
AV-M-049,CM-2022-YAGOUA,Yagoua,historical_photo,2022-10-07,,https://commons.wikimedia.org/wiki/File:Innondation_%C3%A0_Yagoua_2022_6.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ac/Innondation_%C3%A0_Yagoua_2022_6.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original,Bile rene,verified_open_CC_BY_SA_4_0,True,"{""lat"": 10.345505, ""lng"": 15.236072, ""basis"": ""uploader_camera_metadata_not_independently_verified""}","{""http_status"": 200, ""image_decoded"": true, ""width"": 960, ""height"": 718, ""bytes"": 201443, ""sha256"": ""3d824c2c16d493b8fe771f52f02a1ccde50d09f847103e9b3d388995f0acbec0"", ""dhash"": ""b15163e1e1e1e101"", ""local_path"": ""images_open/AV-M-049.jpg"", ""downloaded_variant"": ""publisher_thumbnail"", ""downloaded_url"": ""https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ac/Innondation_%C3%A0_Yagoua_2022_6.jpg/960px-Innondation_%C3%A0_Yagoua_2022_6.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=thumbnail&_=20221025023129"", ""original_fetch_status"": ""429_rate_limited""}","Date and location are uploader metadata, not independent field verification."
AV-M-050,CM-2022-YAGOUA,Yagoua,historical_photo,2022-10-07,,https://commons.wikimedia.org/wiki/File:Innondation_%C3%A0_Yagoua_2022_7.jpg,https://upload.wikimedia.org/wikipedia/commons/6/64/Innondation_%C3%A0_Yagoua_2022_7.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original,Bile rene,verified_open_CC_BY_SA_4_0,True,"{""lat"": 10.345505, ""lng"": 15.236072, ""basis"": ""uploader_camera_metadata_not_independently_verified""}","{""http_status"": 200, ""image_decoded"": true, ""width"": 960, ""height"": 718, ""bytes"": 165874, ""sha256"": ""960a6ac5358046f692afc29749f342f871f276bb64c0e22703f0b3802e01cbdf"", ""dhash"": ""f6f1fc3cde73e7e0"", ""local_path"": ""images_open/AV-M-050.jpg"", ""downloaded_variant"": ""publisher_thumbnail"", ""downloaded_url"": ""https://thumb.wikimedia.org/wikipedia/commons/thumb/6/64/Innondation_%C3%A0_Yagoua_2022_7.jpg/960px-Innondation_%C3%A0_Yagoua_2022_7.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=thumbnail&_=20221025023158"", ""original_fetch_status"": ""429_rate_limited""}","Date and location are uploader metadata, not independent field verification."
AV-M-051,CM-2022-YAGOUA,Yagoua,historical_photo,2022-10-07,,https://commons.wikimedia.org/wiki/File:Innondation_%C3%A0_Yagoua_2022_9.jpg,https://upload.wikimedia.org/wikipedia/commons/2/21/Innondation_%C3%A0_Yagoua_2022_9.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original,Bile rene,verified_open_CC_BY_SA_4_0,True,"{""lat"": 10.34713, ""lng"": 15.237356, ""basis"": ""uploader_camera_metadata_not_independently_verified""}","{""content_type"": ""image/jpeg"", ""http_status"": 200, ""width"": 4000, ""height"": 2992, ""sha256"": ""d2f6a32b38736c2b090566a0ea5b4376bf6f5db63b3884171b9ff125c594dc08"", ""bytes"": 5397420, ""image_decoded"": true, ""dhash"": ""e0e0b0e2d282f3d3"", ""local_path"": ""images_open/AV-M-051.jpg""}","Date and location are uploader metadata, not independent field verification."
AV-M-052,CM-2022-YAGOUA,Yagoua,historical_photo,2022-10-07,,https://commons.wikimedia.org/wiki/File:Innondation_%C3%A0_Yagoua_2022.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Innondation_%C3%A0_Yagoua_2022.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original,Bile rene,verified_open_CC_BY_SA_4_0,True,"{""lat"": 10.345505, ""lng"": 15.236072, ""basis"": ""uploader_camera_metadata_not_independently_verified""}","{""http_status"": 200, ""image_decoded"": true, ""width"": 960, ""height"": 718, ""bytes"": 176267, ""sha256"": ""6dc5e1e74a63db1936efb83b40b3a7905660c1fae873cc678f6eb944c89e3438"", ""dhash"": ""fffcf9f87cfcffff"", ""local_path"": ""images_open/AV-M-052.jpg"", ""downloaded_variant"": ""publisher_thumbnail"", ""downloaded_url"": ""https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/Innondation_%C3%A0_Yagoua_2022.jpg/960px-Innondation_%C3%A0_Yagoua_2022.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=thumbnail&_=20221025022843"", ""original_fetch_status"": ""429_rate_limited""}","Date and location are uploader metadata, not independent field verification."
